surface_id	family	kind	state	source_keys	capture_selector	status	baseline_evidence	source_and_journey_review	visual_review	findings_and_changes	final_evidence
tracks.authoring.track-start.ordinary	tracks	dialog	Create Track opening before any typing at ordinary text	route:tracks-authoring-track-start-ordinary	com.whip.app.TrackAuthoringJourneyE2ETest#mixedTrackCanBeAuthoredRecoveredAndUsed	Verified	VER-20260909-024; matched API 26/37 originals from b2e9ac1; initial enlarged Track typing frame without IME excluded.	Complete seven-type authoring, metadata persistence/reopening, nested and invalid Entry recreation, corrected save; native initial/focused inputs and centered header/body bounds on API 26/34/37.	Scoped API 26: Name, first Field and Add Field fit in smallest ordinary opening; optional metadata follows below. API 37: Name and Entry Fields precede optional Details; centered form keeps Save and Field edit near content, with clear side margins.	FND-20260909-023; DEC-20260909-021; IMP-20260909-023. Main input priority, concise Track context and bounded whole forms; remaining Field/CSV/accessibility journeys open.	VER-20260909-024; artifacts/astra-audit/2026-09-09/track-form-hierarchy/review.tsv; final-api26/final-api37/tracks.authoring.track-start.ordinary.png
tracks.authoring.track-start.large	tracks	dialog	Create Track opening before any typing at actual Android 200% text	route:tracks-authoring-track-start-large	com.whip.app.TrackAuthoringJourneyE2ETest#mixedTrackCanBeAuthoredRecoveredAndUsedAtLargeText	Verified	VER-20260909-024; matched API 26/37 originals from b2e9ac1; initial enlarged Track typing frame without IME excluded.	Complete seven-type authoring, metadata persistence/reopening, nested and invalid Entry recreation, corrected save; native initial/focused inputs and centered header/body bounds on API 26/34/37.	Scoped API 26: Track Name appears much earlier; Entry Fields heading and start of first card now visible at 200%. Add Field remains scrollable. API 37: Name and Entry Fields precede optional Details; centered form keeps Save and Field edit near content, with clear side margins.	FND-20260909-023; DEC-20260909-021; IMP-20260909-023. Main input priority, concise Track context and bounded whole forms; remaining Field/CSV/accessibility journeys open.	VER-20260909-024; artifacts/astra-audit/2026-09-09/track-form-hierarchy/review.tsv; final-api26/final-api37/tracks.authoring.track-start.large.png
tracks.authoring.track-name.ordinary	tracks	dialog	Track Name entered with the real software keyboard visible at ordinary text	route:tracks-authoring-track-name-ordinary	com.whip.app.TrackAuthoringJourneyE2ETest#mixedTrackCanBeAuthoredRecoveredAndUsed	Verified	VER-20260909-024; matched API 26/37 originals from b2e9ac1; initial enlarged Track typing frame without IME excluded.	Complete seven-type authoring, metadata persistence/reopening, nested and invalid Entry recreation, corrected save; native initial/focused inputs and centered header/body bounds on API 26/34/37.	Scoped API 26: Whole focused Track Name/label/counter visible above native IME; existing single-line horizontal scrolling retained. API 37: Whole focused Track Name and label/counter above native IME; Fields appear immediately below in aligned column.	FND-20260909-023; DEC-20260909-021; IMP-20260909-023. Main input priority, concise Track context and bounded whole forms; remaining Field/CSV/accessibility journeys open.	VER-20260909-024; artifacts/astra-audit/2026-09-09/track-form-hierarchy/review.tsv; final-api26/final-api37/tracks.authoring.track-name.ordinary.png
tracks.authoring.track-name.large	tracks	dialog	Track Name entered with the real software keyboard visible at actual Android 200% text	route:tracks-authoring-track-name-large	com.whip.app.TrackAuthoringJourneyE2ETest#mixedTrackCanBeAuthoredRecoveredAndUsedAtLargeText	Verified	VER-20260909-024; matched API 26/37 originals from b2e9ac1; initial enlarged Track typing frame without IME excluded.	Complete seven-type authoring, metadata persistence/reopening, nested and invalid Entry recreation, corrected save; native initial/focused inputs and centered header/body bounds on API 26/34/37.	Scoped API 26: Whole focused Track Name/label/counter visible above native IME; existing single-line horizontal scrolling retained. API 37: Whole focused Track Name and label/counter above native IME; Fields appear immediately below in aligned column.	FND-20260909-023; DEC-20260909-021; IMP-20260909-023. Main input priority, concise Track context and bounded whole forms; remaining Field/CSV/accessibility journeys open.	VER-20260909-024; artifacts/astra-audit/2026-09-09/track-form-hierarchy/review.tsv; final-api26/final-api37/tracks.authoring.track-name.large.png
tracks.authoring.entry-start.ordinary	tracks	dialog	Add Entry opening before validation or typing at ordinary text	route:tracks-authoring-entry-start-ordinary	com.whip.app.TrackAuthoringJourneyE2ETest#mixedTrackCanBeAuthoredRecoveredAndUsed	Verified	VER-20260909-024; matched API 26/37 originals from b2e9ac1; initial enlarged Track typing frame without IME excluded.	Complete seven-type authoring, metadata persistence/reopening, nested and invalid Entry recreation, corrected save; native initial/focused inputs and centered header/body bounds on API 26/34/37.	Scoped API 26: Compact Track context and complete Name/Distance controls fit with unit and Choice. API 37: Concise Track context; seven-type flow exposes Name, Distance, Choice, Scale, Notes and Date with bounded controls.	FND-20260909-023; DEC-20260909-021; IMP-20260909-023. Main input priority, concise Track context and bounded whole forms; remaining Field/CSV/accessibility journeys open.	VER-20260909-024; artifacts/astra-audit/2026-09-09/track-form-hierarchy/review.tsv; final-api26/final-api37/tracks.authoring.entry-start.ordinary.png
tracks.authoring.entry-start.large	tracks	dialog	Add Entry opening before validation or typing at actual Android 200% text	route:tracks-authoring-entry-start-large	com.whip.app.TrackAuthoringJourneyE2ETest#mixedTrackCanBeAuthoredRecoveredAndUsedAtLargeText	Verified	VER-20260909-024; matched API 26/37 originals from b2e9ac1; initial enlarged Track typing frame without IME excluded.	Complete seven-type authoring, metadata persistence/reopening, nested and invalid Entry recreation, corrected save; native initial/focused inputs and centered header/body bounds on API 26/34/37.	Scoped API 26: Complete initial Name and Distance inputs and labels fit at 200%; two-line Track context retains identity. API 37: Concise Track context leads directly to complete Name and Distance inputs; unit, Choice and Scale remain coherent within centered column.	FND-20260909-023; DEC-20260909-021; IMP-20260909-023. Main input priority, concise Track context and bounded whole forms; remaining Field/CSV/accessibility journeys open.	VER-20260909-024; artifacts/astra-audit/2026-09-09/track-form-hierarchy/review.tsv; final-api26/final-api37/tracks.authoring.entry-start.large.png
tracks.authoring.entry-name.ordinary	tracks	dialog	Entry Name entered with the real software keyboard visible at ordinary text	route:tracks-authoring-entry-name-ordinary	com.whip.app.TrackAuthoringJourneyE2ETest#mixedTrackCanBeAuthoredRecoveredAndUsed	Verified	VER-20260909-024; matched API 26/37 originals from b2e9ac1; initial enlarged Track typing frame without IME excluded.	Complete seven-type authoring, metadata persistence/reopening, nested and invalid Entry recreation, corrected save; native initial/focused inputs and centered header/body bounds on API 26/34/37.	Scoped API 26: Whole Name/label fits above IME; scroll leaves trailing required-summary line above concise context. API 37: Whole Name/label above native IME; concise context and remaining required Distance problem visible in aligned column.	FND-20260909-023; DEC-20260909-021; IMP-20260909-023. Main input priority, concise Track context and bounded whole forms; remaining Field/CSV/accessibility journeys open.	VER-20260909-024; artifacts/astra-audit/2026-09-09/track-form-hierarchy/review.tsv; final-api26/final-api37/tracks.authoring.entry-name.ordinary.png
tracks.authoring.entry-name.large	tracks	dialog	Entry Name entered with the real software keyboard visible at actual Android 200% text	route:tracks-authoring-entry-name-large	com.whip.app.TrackAuthoringJourneyE2ETest#mixedTrackCanBeAuthoredRecoveredAndUsedAtLargeText	Verified	VER-20260909-024; matched API 26/37 originals from b2e9ac1; initial enlarged Track typing frame without IME excluded.	Complete seven-type authoring, metadata persistence/reopening, nested and invalid Entry recreation, corrected save; native initial/focused inputs and centered header/body bounds on API 26/34/37.	Scoped API 26: Whole focused Name/label fits above IME; context is partly scrolled as expected in the short viewport. API 37: Whole Name/label above native IME; concise context and remaining required Distance problem visible in aligned column.	FND-20260909-023; DEC-20260909-021; IMP-20260909-023. Main input priority, concise Track context and bounded whole forms; remaining Field/CSV/accessibility journeys open.	VER-20260909-024; artifacts/astra-audit/2026-09-09/track-form-hierarchy/review.tsv; final-api26/final-api37/tracks.authoring.entry-name.large.png
tracks.authoring.entry-date.ordinary	tracks	dialog	Native Date selection inside a real mixed Entry at ordinary text	route:tracks-authoring-entry-date-ordinary	com.whip.app.TrackAuthoringJourneyE2ETest#mixedTrackCanBeAuthoredRecoveredAndUsed	Verified	VER-20260909-022; retained before Field and Date diagnostic images.	Real seven-type definition/Entry authoring, Choice order/removal, nested discard/recreation, required/invalid Save, typed persistence and reopen. Transactional snapshot assertions preserve all authored values except intended edit.	All ordinary/actual-200% API 26/34/37 originals personally reviewed. Scoped Field/input and Date geometry accepted; wider form hierarchy and repeated Entry context remain open.	FND-20260909-021; DEC-20260909-019	VER-20260909-022; artifacts/astra-audit/2026-09-09/track-authoring/review.tsv; api26/api34/api37/tracks.authoring.entry-date.ordinary.png
tracks.authoring.entry-date.large	tracks	dialog	Native Date wheels inside a real mixed Entry at actual Android 200% text	route:tracks-authoring-entry-date-large	com.whip.app.TrackAuthoringJourneyE2ETest#mixedTrackCanBeAuthoredRecoveredAndUsedAtLargeText	Verified	VER-20260909-022; retained before Field and Date diagnostic images.	Real seven-type definition/Entry authoring, Choice order/removal, nested discard/recreation, required/invalid Save, typed persistence and reopen. Transactional snapshot assertions preserve all authored values except intended edit.	All ordinary/actual-200% API 26/34/37 originals personally reviewed. Scoped Field/input and Date geometry accepted; wider form hierarchy and repeated Entry context remain open.	FND-20260909-021; DEC-20260909-019	VER-20260909-022; artifacts/astra-audit/2026-09-09/track-authoring/review.tsv; api26/api34/api37/tracks.authoring.entry-date.large.png
tracks.authoring.field-number.ordinary	tracks	dialog	Nested Number Field draft recovered with the keyboard visible at ordinary text	route:tracks-authoring-field-number-ordinary	com.whip.app.TrackAuthoringJourneyE2ETest#mixedTrackCanBeAuthoredRecoveredAndUsed	Verified	VER-20260909-022; retained before Field and Date diagnostic images.	Real seven-type definition/Entry authoring, Choice order/removal, nested discard/recreation, required/invalid Save, typed persistence and reopen. Transactional snapshot assertions preserve all authored values except intended edit.	All ordinary/actual-200% API 26/34/37 originals personally reviewed. Scoped Field/input and Date geometry accepted; wider form hierarchy and repeated Entry context remain open.	FND-20260909-020; DEC-20260909-018	VER-20260909-022; artifacts/astra-audit/2026-09-09/track-authoring/review.tsv; api26/api34/api37/tracks.authoring.field-number.ordinary.png
tracks.authoring.field-number.large	tracks	dialog	Nested Number Field draft recovered with the keyboard visible at actual Android 200% text	route:tracks-authoring-field-number-large	com.whip.app.TrackAuthoringJourneyE2ETest#mixedTrackCanBeAuthoredRecoveredAndUsedAtLargeText	Verified	VER-20260909-022; retained before Field and Date diagnostic images.	Real seven-type definition/Entry authoring, Choice order/removal, nested discard/recreation, required/invalid Save, typed persistence and reopen. Transactional snapshot assertions preserve all authored values except intended edit.	All ordinary/actual-200% API 26/34/37 originals personally reviewed. Scoped Field/input and Date geometry accepted; wider form hierarchy and repeated Entry context remain open.	FND-20260909-020; DEC-20260909-018	VER-20260909-022; artifacts/astra-audit/2026-09-09/track-authoring/review.tsv; api26/api34/api37/tracks.authoring.field-number.large.png
tracks.authoring.field-choice.ordinary	tracks	dialog	Single Choice options after adding removing and reordering at ordinary text	route:tracks-authoring-field-choice-ordinary	com.whip.app.TrackAuthoringJourneyE2ETest#mixedTrackCanBeAuthoredRecoveredAndUsed	Verified	VER-20260909-022; retained before Field and Date diagnostic images.	Real seven-type definition/Entry authoring, Choice order/removal, nested discard/recreation, required/invalid Save, typed persistence and reopen. Transactional snapshot assertions preserve all authored values except intended edit.	All ordinary/actual-200% API 26/34/37 originals personally reviewed. Scoped Field/input and Date geometry accepted; wider form hierarchy and repeated Entry context remain open.	FND-20260909-020; DEC-20260909-018	VER-20260909-022; artifacts/astra-audit/2026-09-09/track-authoring/review.tsv; api26/api34/api37/tracks.authoring.field-choice.ordinary.png
tracks.authoring.field-choice.large	tracks	dialog	Single Choice options after adding removing and reordering at actual Android 200% text	route:tracks-authoring-field-choice-large	com.whip.app.TrackAuthoringJourneyE2ETest#mixedTrackCanBeAuthoredRecoveredAndUsedAtLargeText	Verified	VER-20260909-022; retained before Field and Date diagnostic images.	Real seven-type definition/Entry authoring, Choice order/removal, nested discard/recreation, required/invalid Save, typed persistence and reopen. Transactional snapshot assertions preserve all authored values except intended edit.	All ordinary/actual-200% API 26/34/37 originals personally reviewed. Scoped Field/input and Date geometry accepted; wider form hierarchy and repeated Entry context remain open.	FND-20260909-020; DEC-20260909-018	VER-20260909-022; artifacts/astra-audit/2026-09-09/track-authoring/review.tsv; api26/api34/api37/tracks.authoring.field-choice.large.png
tracks.authoring.field-scale.ordinary	tracks	dialog	Scale configured with a 0.5 increment and named endpoints at ordinary text	route:tracks-authoring-field-scale-ordinary	com.whip.app.TrackAuthoringJourneyE2ETest#mixedTrackCanBeAuthoredRecoveredAndUsed	Verified	VER-20260909-022; retained before Field and Date diagnostic images.	Real seven-type definition/Entry authoring, Choice order/removal, nested discard/recreation, required/invalid Save, typed persistence and reopen. Transactional snapshot assertions preserve all authored values except intended edit.	All ordinary/actual-200% API 26/34/37 originals personally reviewed. Scoped Field/input and Date geometry accepted; wider form hierarchy and repeated Entry context remain open.	FND-20260909-020; DEC-20260909-018	VER-20260909-022; artifacts/astra-audit/2026-09-09/track-authoring/review.tsv; api26/api34/api37/tracks.authoring.field-scale.ordinary.png
tracks.authoring.field-scale.large	tracks	dialog	Scale configured with a 0.5 increment and named endpoints at actual Android 200% text	route:tracks-authoring-field-scale-large	com.whip.app.TrackAuthoringJourneyE2ETest#mixedTrackCanBeAuthoredRecoveredAndUsedAtLargeText	Verified	VER-20260909-022; retained before Field and Date diagnostic images.	Real seven-type definition/Entry authoring, Choice order/removal, nested discard/recreation, required/invalid Save, typed persistence and reopen. Transactional snapshot assertions preserve all authored values except intended edit.	All ordinary/actual-200% API 26/34/37 originals personally reviewed. Scoped Field/input and Date geometry accepted; wider form hierarchy and repeated Entry context remain open.	FND-20260909-020; DEC-20260909-018	VER-20260909-022; artifacts/astra-audit/2026-09-09/track-authoring/review.tsv; api26/api34/api37/tracks.authoring.field-scale.large.png
tracks.authoring.definition.ordinary	tracks	dialog	Seven-field Track definition after discarding a nested rename at ordinary text	route:tracks-authoring-definition-ordinary	com.whip.app.TrackAuthoringJourneyE2ETest#mixedTrackCanBeAuthoredRecoveredAndUsed	Verified	VER-20260909-022; retained before Field and Date diagnostic images.	Complete seven-type authoring, metadata persistence/reopening, nested and invalid Entry recreation, corrected save; native initial/focused inputs and centered header/body bounds on API 26/34/37.	Scoped API 26: Name and first two authored Field cards fit with fixed Save and concise Fields guidance. API 37: Authored Name and seven ordered type cards use bounded widths; lower cards remain reachable by scrolling.	FND-20260909-023; DEC-20260909-021; IMP-20260909-023. Main input priority, concise Track context and bounded whole forms; remaining Field/CSV/accessibility journeys open.	VER-20260909-024; artifacts/astra-audit/2026-09-09/track-form-hierarchy/review.tsv; final-api26/final-api37/tracks.authoring.definition.ordinary.png
tracks.authoring.definition.large	tracks	dialog	Seven-field Track definition after discarding a nested rename at actual Android 200% text	route:tracks-authoring-definition-large	com.whip.app.TrackAuthoringJourneyE2ETest#mixedTrackCanBeAuthoredRecoveredAndUsedAtLargeText	Verified	VER-20260909-022; retained before Field and Date diagnostic images.	Complete seven-type authoring, metadata persistence/reopening, nested and invalid Entry recreation, corrected save; native initial/focused inputs and centered header/body bounds on API 26/34/37.	Scoped API 26: Scrolled Distance card has full name/type/reorder/edit; adjacent cards continue above/below viewport. API 37: Readable Name, Distance, Terrain and fractional Scale cards follow concise setup; reorder/edit controls align within form.	FND-20260909-023; DEC-20260909-021; IMP-20260909-023. Main input priority, concise Track context and bounded whole forms; remaining Field/CSV/accessibility journeys open.	VER-20260909-024; artifacts/astra-audit/2026-09-09/track-form-hierarchy/review.tsv; final-api26/final-api37/tracks.authoring.definition.large.png
tracks.authoring.entry-validation.ordinary	tracks	dialog	Empty mixed Entry with required-field validation at ordinary text	route:tracks-authoring-entry-validation-ordinary	com.whip.app.TrackAuthoringJourneyE2ETest#mixedTrackCanBeAuthoredRecoveredAndUsed	Verified	VER-20260909-022; retained before Field and Date diagnostic images.	Complete seven-type authoring, metadata persistence/reopening, nested and invalid Entry recreation, corrected save; native initial/focused inputs and centered header/body bounds on API 26/34/37.	Scoped API 26: Required summary plus both invalid inputs fit; concise context avoids old repeated headline. API 37: Required summary and inline Name/Distance errors remain complete; concise context reduces separation from inputs.	FND-20260909-023; DEC-20260909-021; IMP-20260909-023. Main input priority, concise Track context and bounded whole forms; remaining Field/CSV/accessibility journeys open.	VER-20260909-024; artifacts/astra-audit/2026-09-09/track-form-hierarchy/review.tsv; final-api26/final-api37/tracks.authoring.entry-validation.ordinary.png
tracks.authoring.entry-validation.large	tracks	dialog	Empty mixed Entry with required-field validation at actual Android 200% text	route:tracks-authoring-entry-validation-large	com.whip.app.TrackAuthoringJourneyE2ETest#mixedTrackCanBeAuthoredRecoveredAndUsedAtLargeText	Verified	VER-20260909-022; retained before Field and Date diagnostic images.	Complete seven-type authoring, metadata persistence/reopening, nested and invalid Entry recreation, corrected save; native initial/focused inputs and centered header/body bounds on API 26/34/37.	Scoped API 26: Full required summary plus first invalid Name input now fit; remaining Distance is reachable by scrolling. API 37: Required summary and inline Name/Distance errors remain complete; concise context reduces separation from inputs.	FND-20260909-023; DEC-20260909-021; IMP-20260909-023. Main input priority, concise Track context and bounded whole forms; remaining Field/CSV/accessibility journeys open.	VER-20260909-024; artifacts/astra-audit/2026-09-09/track-form-hierarchy/review.tsv; final-api26/final-api37/tracks.authoring.entry-validation.large.png
tracks.authoring.entry-types.ordinary	tracks	dialog	Mixed Entry completed through Date and Yes/No controls at ordinary text	route:tracks-authoring-entry-types-ordinary	com.whip.app.TrackAuthoringJourneyE2ETest#mixedTrackCanBeAuthoredRecoveredAndUsed	Verified	VER-20260909-022; retained before Field and Date diagnostic images.	Complete seven-type authoring, metadata persistence/reopening, nested and invalid Entry recreation, corrected save; native initial/focused inputs and centered header/body bounds on API 26/34/37.	Scoped API 26: Complete Notes and selected Visit date/Yes readable; distinct Entry Date remains below. API 37: Fractional Scale, full Notes, chosen Date and Yes state fit together; Entry Date keeps separate historical meaning.	FND-20260909-023; DEC-20260909-021; IMP-20260909-023. Main input priority, concise Track context and bounded whole forms; remaining Field/CSV/accessibility journeys open.	VER-20260909-024; artifacts/astra-audit/2026-09-09/track-form-hierarchy/review.tsv; final-api26/final-api37/tracks.authoring.entry-types.ordinary.png
tracks.authoring.entry-types.large	tracks	dialog	Mixed Entry completed through Date and Yes/No controls at actual Android 200% text	route:tracks-authoring-entry-types-large	com.whip.app.TrackAuthoringJourneyE2ETest#mixedTrackCanBeAuthoredRecoveredAndUsedAtLargeText	Verified	VER-20260909-022; retained before Field and Date diagnostic images.	Complete seven-type authoring, metadata persistence/reopening, nested and invalid Entry recreation, corrected save; native initial/focused inputs and centered header/body bounds on API 26/34/37.	Scoped API 26: Selected Visit date and Yes/No wrap correctly; Notes extend above scrolled viewport, not lost. API 37: Scale 3.5, complete two-line Notes, selected Date and Yes remain readable in bounded form; lower Entry Date support scrolls.	FND-20260909-023; DEC-20260909-021; IMP-20260909-023. Main input priority, concise Track context and bounded whole forms; remaining Field/CSV/accessibility journeys open.	VER-20260909-024; artifacts/astra-audit/2026-09-09/track-form-hierarchy/review.tsv; final-api26/final-api37/tracks.authoring.entry-types.large.png
tracks.authoring.entry-number.ordinary	tracks	dialog	Invalid numeric draft retained after recreation at ordinary text	route:tracks-authoring-entry-number-ordinary	com.whip.app.TrackAuthoringJourneyE2ETest#mixedTrackCanBeAuthoredRecoveredAndUsed	Verified	VER-20260909-022; retained before Field and Date diagnostic images.	Complete seven-type authoring, metadata persistence/reopening, nested and invalid Entry recreation, corrected save; native initial/focused inputs and centered header/body bounds on API 26/34/37.	Scoped API 26: Recreated invalid 1..5, unit and specific validation remain visible; Trail is unchanged and Save remains fixed. API 37: Invalid 1..5 retained with specific error after recreation; unrelated values and Yes selection remain readable.	FND-20260909-023; DEC-20260909-021; IMP-20260909-023. Main input priority, concise Track context and bounded whole forms; remaining Field/CSV/accessibility journeys open.	VER-20260909-024; artifacts/astra-audit/2026-09-09/track-form-hierarchy/review.tsv; final-api26/final-api37/tracks.authoring.entry-number.ordinary.png
tracks.authoring.entry-number.large	tracks	dialog	Invalid numeric draft retained after recreation at actual Android 200% text	route:tracks-authoring-entry-number-large	com.whip.app.TrackAuthoringJourneyE2ETest#mixedTrackCanBeAuthoredRecoveredAndUsedAtLargeText	Verified	VER-20260909-022; retained before Field and Date diagnostic images.	Complete seven-type authoring, metadata persistence/reopening, nested and invalid Entry recreation, corrected save; native initial/focused inputs and centered header/body bounds on API 26/34/37.	Scoped API 26: Recreated invalid 1..5, unit and specific validation remain visible; Trail is unchanged and Save remains fixed. API 37: Invalid 1..5 and specific Distance error persist after recreation; unchanged Choice, Scale and Notes remain visible.	FND-20260909-023; DEC-20260909-021; IMP-20260909-023. Main input priority, concise Track context and bounded whole forms; remaining Field/CSV/accessibility journeys open.	VER-20260909-024; artifacts/astra-audit/2026-09-09/track-form-hierarchy/review.tsv; final-api26/final-api37/tracks.authoring.entry-number.large.png
tracks.authoring.entry-reopened.ordinary	tracks	dialog	Corrected saved Entry reopened after recreation at ordinary text	route:tracks-authoring-entry-reopened-ordinary	com.whip.app.TrackAuthoringJourneyE2ETest#mixedTrackCanBeAuthoredRecoveredAndUsed	Verified	VER-20260909-022; retained before Field and Date diagnostic images.	Complete seven-type authoring, metadata persistence/reopening, nested and invalid Entry recreation, corrected save; native initial/focused inputs and centered header/body bounds on API 26/34/37.	Scoped API 26: Stored Name and corrected Distance 2.25 reopen with complete labels; concise context retains Track identity. API 37: Corrected Distance 2.25, stored Name, Trail and 3.5 visible; one concise Track context replaces repeated Entry headline.	FND-20260909-023; DEC-20260909-021; IMP-20260909-023. Main input priority, concise Track context and bounded whole forms; remaining Field/CSV/accessibility journeys open.	VER-20260909-024; artifacts/astra-audit/2026-09-09/track-form-hierarchy/review.tsv; final-api26/final-api37/tracks.authoring.entry-reopened.ordinary.png
tracks.authoring.entry-reopened.large	tracks	dialog	Corrected saved Entry reopened after recreation at actual Android 200% text	route:tracks-authoring-entry-reopened-large	com.whip.app.TrackAuthoringJourneyE2ETest#mixedTrackCanBeAuthoredRecoveredAndUsedAtLargeText	Verified	VER-20260909-022; retained before Field and Date diagnostic images.	Complete seven-type authoring, metadata persistence/reopening, nested and invalid Entry recreation, corrected save; native initial/focused inputs and centered header/body bounds on API 26/34/37.	Scoped API 26: Stored Name and corrected Distance 2.25 reopen with complete labels; concise context retains Track identity. API 37: Corrected Distance 2.25, stored Name, Trail and 3.5 visible; one concise Track context replaces repeated Entry headline.	FND-20260909-023; DEC-20260909-021; IMP-20260909-023. Main input priority, concise Track context and bounded whole forms; remaining Field/CSV/accessibility journeys open.	VER-20260909-024; artifacts/astra-audit/2026-09-09/track-form-hierarchy/review.tsv; final-api26/final-api37/tracks.authoring.entry-reopened.large.png
tracks.history.restored.ordinary	tracks	page	Restored Track with active Entry creation and preserved history at ordinary text	route:tracks-history-restored-ordinary	com.whip.app.TrackHistoryJourneyE2ETest#archivedHistoryCanBeSearchedRecreatedAndRestored	Verified	Prior inline-keyboard archived history; newly inventoried restored active state	Final ordinary/actual-200% history journeys pass on API 26/34/37: full initial title/date, native query/Back, recreation, exact saved history, Back/full app navigation, Restore/Add Entry open/cancel, Options/Insights/Entries. Complete Tracks remains VER-20260909-016.	Original before/final frames individually inspected; bounded focused-detail and Entry-action-label acceptance. Long active Entry titles can wrap inside words on smallest enlarged layout; broader design review remains open. See focused-track-detail/review.tsv.	FND-20260909-019; DEC-20260909-017; IMP-20260909-020	artifacts/astra-audit/2026-09-09/focused-track-detail/final-api{26,34,37}/tracks.history.restored.ordinary.png + .xml; VER-20260909-021; final 64 JVM / 56 Android Tracks, prior 64 JVM / 111 Android neighbors, 344 JVM readiness
tracks.history.restored.large	tracks	page	Restored Track with active Entry creation and preserved history at actual Android 200% text	route:tracks-history-restored-large	com.whip.app.TrackHistoryJourneyE2ETest#archivedHistoryCanBeSearchedRecreatedAndRestoredAtLargeText	Verified	Prior inline-keyboard archived history; newly inventoried restored active state	Final ordinary/actual-200% history journeys pass on API 26/34/37: full initial title/date, native query/Back, recreation, exact saved history, Back/full app navigation, Restore/Add Entry open/cancel, Options/Insights/Entries. Complete Tracks remains VER-20260909-016.	Original before/final frames individually inspected; bounded focused-detail and Entry-action-label acceptance. Long active Entry titles can wrap inside words on smallest enlarged layout; broader design review remains open. See focused-track-detail/review.tsv.	FND-20260909-019; DEC-20260909-017; IMP-20260909-020	artifacts/astra-audit/2026-09-09/focused-track-detail/final-api{26,34,37}/tracks.history.restored.large.png + .xml; VER-20260909-021; final 64 JVM / 56 Android Tracks, prior 64 JVM / 111 Android neighbors, 344 JVM readiness
tracks.history.search-result.ordinary	tracks	page	Archived search with its query retained after keyboard dismissal at ordinary text	route:tracks-history-search-result-ordinary	com.whip.app.TrackHistoryJourneyE2ETest#archivedHistoryCanBeSearchedRecreatedAndRestored	Verified	Newly inventoried result state; original input geometry in track-history/	Final ordinary/actual-200% history journeys pass on API 26/34/37: full initial title/date, native query/Back, recreation, exact saved history, Back/full app navigation, Restore/Add Entry open/cancel, Options/Insights/Entries. Complete Tracks remains VER-20260909-016.	Original before/final frames individually inspected; bounded focused-detail and Entry-action-label acceptance. Long active Entry titles can wrap inside words on smallest enlarged layout; broader design review remains open. See focused-track-detail/review.tsv.	FND-20260909-019; DEC-20260909-017; IMP-20260909-020	artifacts/astra-audit/2026-09-09/focused-track-detail/final-api{26,34,37}/tracks.history.search-result.ordinary.png + .xml; VER-20260909-021; final 64 JVM / 56 Android Tracks, prior 64 JVM / 111 Android neighbors, 344 JVM readiness
tracks.history.search-result.large	tracks	page	Archived search with its query retained after keyboard dismissal at actual Android 200% text	route:tracks-history-search-result-large	com.whip.app.TrackHistoryJourneyE2ETest#archivedHistoryCanBeSearchedRecreatedAndRestoredAtLargeText	Verified	Newly inventoried result state; original input geometry in track-history/	Final ordinary/actual-200% history journeys pass on API 26/34/37: full initial title/date, native query/Back, recreation, exact saved history, Back/full app navigation, Restore/Add Entry open/cancel, Options/Insights/Entries. Complete Tracks remains VER-20260909-016.	Original before/final frames individually inspected; bounded focused-detail and Entry-action-label acceptance. Long active Entry titles can wrap inside words on smallest enlarged layout; broader design review remains open. See focused-track-detail/review.tsv.	FND-20260909-019; DEC-20260909-017; IMP-20260909-020	artifacts/astra-audit/2026-09-09/focused-track-detail/final-api{26,34,37}/tracks.history.search-result.large.png + .xml; VER-20260909-021; final 64 JVM / 56 Android Tracks, prior 64 JVM / 111 Android neighbors, 344 JVM readiness
tasks.quick-capture.native.ordinary	tasks	page	Inline Task capture draft after recreation with the native keyboard at ordinary text	route:tasks-quick-capture-native-ordinary	com.whip.app.InlineTaskCaptureE2ETest#inlineTaskDraftSurvivesRecreationAndSavesWithTheNativeKeyboard	Verified	New real native input/recreation fixture for the shared activity keyboard boundary	Four final native recovery/history/Task-save journeys pass on each API 26/34/37; full field/label and tested identity/older-record bounds verified. Whole Tracks remains VER-20260909-016.	Original frames personally reviewed; VER-20260909-020 corrects unsupported paint/collision interpretations using original pixels and stable sequences. Bounded input/readability acceptance; initial small enlarged history remains FND-20260909-019.	FND-20260909-018/019; DEC-20260909-016	artifacts/astra-audit/2026-09-09/inline-keyboard/final-api{26,34,37}/tasks.quick-capture.native.ordinary.png + .xml; VER-20260909-019; 64 JVM / 109 Android neighbors; 344 JVM readiness
